ticker,options_volume,options_volume_call,options_volume_put,volume_put_call_ratio,open_interest,open_interest_call,open_interest_put,open_interest_put_call_ratio,iv_rank,implied_volatility_30d,,,,
KSS,15876,7316,8560,1.170038272,378415,212175,166240,0.783504183,90.1059758,98.61142857,,ERR,ERR,ERR
VFC,15874,10382,5492,0.528992487,320177,198726,121451,0.611148013,41.76290565,76.85857143,,ERR,ERR,ERR
CARR,15757,3522,12235,3.473878478,93560,61336,32224,0.525368462,7.113568651,24.82501742,,,,
MS,15598,9182,6416,0.69875844,592783,272489,320294,1.175438275,14.39004815,26.17428571,,,,
AAP,15403,4648,10755,2.313898451,84692,47634,37058,0.777973716,59.52455427,73.69,,ERR,ERR,ERR
NXT,15272,7410,7862,1.06099865,100203,64098,36105,0.563278105,12.30375602,48.37554007,,,,
CEG,14953,9515,5438,0.571518655,203842,84825,119017,1.403088712,26.545826,48.76857143,,,,
ANET,14840,9133,5707,0.62487682,482778,242388,240390,0.991757018,23.4907247,42.31857143,,,,
LUNR,14836,10013,4823,0.481673824,190823,151927,38896,0.256017693,23.97147232,80.16571429,,,,
ALT,14833,10168,4665,0.45879229,190801,142447,48354,0.339452568,42.99295516,153.8028571,,ERR,ERR,ERR
AKAM,14718,2017,12701,6.296975706,111098,68001,43097,0.633770092,22.80751351,29.92285714,,,,
ROKU,14700,9328,5372,0.575900515,215404,102601,112803,1.099433729,17.43216848,49.34714286,,,,
STX,14143,9165,4978,0.543153301,144796,69325,75471,1.088654886,16.00424084,35.20285714,,,,
KMI,14135,10274,3861,0.375802998,499589,280848,218741,0.778859027,34.6853564,25.36142857,,ERR,ERR,ERR
JBLU,13988,7895,6093,0.771754275,495779,294340,201439,0.684375212,39.35578591,73.29142857,,ERR,ERR,ERR
MOS,13797,11225,2572,0.229131403,197367,95060,102307,1.076236061,9.931264172,28.26428571,,,,
OSCR,13673,10984,2689,0.244810634,168397,120961,47436,0.392159456,14.46754349,66.55,,,,
BTBT,13452,12163,1289,0.105977144,167644,144293,23351,0.161830442,4.023708431,91.26857143,,,,
GEV,13346,7182,6164,0.858256753,135981,75333,60648,0.805065509,15.35082728,47.17714286,,,,
DECK,13302,7312,5990,0.819201313,116376,74662,41714,0.558704562,53.81205063,59.68571429,,ERR,ERR,ERR
DDOG,13216,8552,4664,0.545369504,349573,177217,172356,0.972570352,14.96033942,36.62,,,,
IGT,13102,8201,4901,0.597610048,188574,169156,19418,0.114793445,34.95627796,44.44989547,,ERR,ERR,ERR
PM,12903,9499,3404,0.358353511,235327,138653,96674,0.697236987,24.62496323,21.62571429,,,,
GAP,12729,7544,5185,0.687301166,196919,83219,113700,1.366274529,50.1574081,62.77571429,,ERR,ERR,ERR
EA,12702,9003,3699,0.410863046,144456,70894,73562,1.03763365,14.80783575,20.80857143,,,,
MCHP,12613,10687,1926,0.180218958,320741,187445,133296,0.711120595,26.52416077,42.96,,,,
LULU,12596,6018,6578,1.093054171,162571,69967,92604,1.323538239,55.76270695,52.41428571,,ERR,ERR,ERR
COF,12435,8150,4285,0.525766871,134537,73186,61351,0.838288744,16.92416097,30.83428571,,,,
EVLV,12358,11869,489,0.041199764,56791,44835,11956,0.266666667,32.03611651,95.94592334,,ERR,ERR,ERR
GILD,12277,7825,4452,0.568945687,247833,124865,122968,0.984807592,53.62273579,35.12,,ERR,ERR,ERR
SLB,12188,7906,4282,0.541613964,698783,400938,297845,0.742870469,26.68929343,32.64142857,,,,
TCOM,11940,7109,4831,0.67956112,85353,48606,36747,0.756017776,36.55261705,42.52825784,,ERR,ERR,ERR
STZ,11798,8600,3198,0.371860465,80155,46220,33935,0.734205971,28.12125613,26.12571429,,,,
LRCX,11759,6476,5283,0.815781347,548934,283326,265608,0.937464264,15.45738899,37.80285714,,,,
BSX,11735,9646,2089,0.216566452,235910,127440,108470,0.851145637,14.04887218,20.01857143,,,,
ALB,11705,8952,2753,0.307529044,229844,89383,140461,1.571450947,26.10523461,57.41,,,,
RIG,11655,9877,1778,0.180014174,706637,501753,204884,0.408336373,20.46085159,66.76142857,,,,
ZM,11449,4959,6490,1.308731599,241517,132511,109006,0.8226185,42.75891103,40.70142857,,ERR,ERR,ERR
HPE,10933,3571,7362,2.061607393,485753,293475,192278,0.655176761,43.39550087,49.93,,ERR,ERR,ERR
ELF,10894,6302,4592,0.728657569,125107,71109,53998,0.759369419,70.77166884,84.10428571,,ERR,ERR,ERR
DASH,10702,4288,6414,1.495802239,211984,134754,77230,0.573118423,18.84366577,35.95714286,,,,
ABNB,10654,4990,5664,1.13507014,307616,152100,155516,1.022458909,15.89651405,31.94285714,,,,
CIFR,10630,9121,1509,0.165442386,216361,186475,29886,0.160268132,14.67996584,99.91285714,,,,
DVN,10424,6835,3589,0.525091441,549092,239533,309559,1.292343852,25.26821497,35.64142857,,,,
TME,10270,8996,1274,0.141618497,89825,53865,35960,0.667594913,24.22477617,46.31080139,,,,
AA,10260,3991,6269,1.570784265,284214,142108,142106,0.999985926,14.51081407,47.94285714,,,,
FFAI,10218,5275,4943,0.937061611,70642,49514,21128,0.426707598,0.001,126.9128571,,,,
KULR,10178,9635,543,0.056357032,169271,141193,28078,0.19886255,13.0110318,121.76,,,,
KR,10178,6806,3372,0.495445195,230730,149276,81454,0.545660387,39.50884195,26.81142857,,ERR,ERR,ERR
NET,10147,7052,3095,0.438882587,172686,103723,68963,0.664876643,12.44826764,42.11714286,,,,
CPNG,10109,7119,2990,0.420002809,357636,262018,95618,0.364929127,8.53345019,30.21285714,,,,
M,9997,7322,2675,0.36533734,203258,91543,111715,1.220355461,53.86662049,62.55857143,,ERR,ERR,ERR
VSCO,9837,8642,1195,0.138278176,119290,85088,34202,0.401960323,49.35822091,80.33581882,,ERR,ERR,ERR
BX,9764,4219,5545,1.314292486,338448,144558,193890,1.341260947,18.68022329,33.21,,,,
NOW,9723,4968,4755,0.957125604,95280,50505,44775,0.886545887,13.13402665,28.90428571,,,,
APA,9700,7077,2623,0.370637276,276511,158246,118265,0.747349064,31.75231863,46.81857143,,ERR,ERR,ERR
W,9689,4521,5168,1.143109931,307240,130730,176510,1.350187409,17.49865356,66.32142857,,,,
TVTX,9666,2515,7151,2.84333996,48850,39434,9416,0.238778719,35.26187884,74.64166113,,ERR,ERR,ERR
DE,9657,7889,1768,0.22410952,72665,32335,40330,1.247255296,19.01050366,24.78714286,,,,
MDB,9656,6905,2751,0.398406951,193432,85264,108168,1.268624507,84.56749062,81.67428571,,ERR,ERR,ERR
ABR,9559,4150,5409,1.303373494,254312,77727,176585,2.271861773,36.68739401,37.83,,ERR,ERR,ERR
HPQ,9448,4779,4669,0.976982632,225632,120865,104767,0.866810077,40.16023471,41.20714286,,ERR,ERR,ERR
NAK,9380,7185,2195,0.305497564,136315,107360,28955,0.269700075,32.61396644,148.0214286,,ERR,ERR,ERR
PATH,9354,8246,1108,0.134368179,330876,217606,113270,0.520527927,55.8989705,67.02857143,,ERR,ERR,ERR
RCAT,9211,8069,1142,0.14152931,128687,93743,34944,0.372763833,18.40902649,93.98857143,,,,
BUD,9185,4934,4251,0.86157276,182250,113778,68472,0.601803512,24.67961082,21.58571429,,,,
PCT,9138,7221,1917,0.265475696,249046,168987,80059,0.473758336,32.6396837,81.32142857,,ERR,ERR,ERR
NVDX,9097,6805,2292,0.336811168,75190,62405,12785,0.204871405,34.24562987,99.78857143,,ERR,ERR,ERR
SBSW,9088,8620,468,0.054292343,223661,163616,60045,0.366987336,7.324438683,52.78515679,,,,
IEP,9049,7550,1499,0.198543046,86999,73799,13200,0.178864212,19.44492763,46.39952381,,,,
GIS,9028,4693,4335,0.923716173,95887,53180,42707,0.803065062,39.20497245,23.35759582,,ERR,ERR,ERR
ON,8950,4256,4694,1.102913534,304356,136471,167885,1.230188099,21.34209086,47.89857143,,,,
ALK,8919,728,8191,11.25137363,75643,40613,35030,0.862531702,22.91708737,42.28898955,,,,
HON,8817,6192,2625,0.423934109,175639,126561,49078,0.387781386,17.03793811,19.64285714,,,,
RILY,8808,3666,5142,1.402618658,98111,40670,57441,1.412367839,15.05449264,101.9157143,,,,
WDC,8806,5380,3426,0.636802974,180241,91067,89174,0.979213107,27.75439794,36.38571429,,,,
GTLB,8715,2263,6452,2.851082634,100268,69957,30311,0.433280444,66.831963,71.35857143,,ERR,ERR,ERR
SATS,8709,717,7992,11.14644351,151854,100242,51612,0.514874005,48.18498805,68.55801394,,ERR,ERR,ERR
TIGR,8689,6866,1823,0.265511215,522803,215265,307538,1.42864841,14.64279669,63.82142857,,,,
MSTZ,8385,5308,3077,0.579691032,49217,36844,12373,0.335821301,5.364747525,127.22,,,,
AG,8375,7183,1192,0.165947376,627311,369257,258054,0.698846603,21.08426193,55.48714286,,,,
DOCS,8237,4561,3676,0.805963604,43825,24809,19016,0.76649603,20.35394274,40.25634146,,,,
KGC,8184,6305,1879,0.298017446,185361,145307,40054,0.275650863,14.42608158,43.18285714,,,,
OKE,8158,2054,6104,2.971762415,98933,57351,41582,0.725044027,26.37419982,28.7561324,,,,
RUM,8136,5480,2656,0.484671533,165525,126518,39007,0.308311861,34.49003558,71.46142857,,ERR,ERR,ERR
DHR,8072,2433,5639,2.317714755,91189,58483,32706,0.559239437,31.74035267,30.24428571,,ERR,ERR,ERR
BITF,8016,7390,626,0.084709066,257050,229274,27776,0.121147622,14.21775156,124.4757143,,,,
LOW,8010,3673,4337,1.180778655,116160,59900,56260,0.939232053,39.38888401,31.47714286,,ERR,ERR,ERR
EXEL,7850,6185,1665,0.269199677,45421,29887,15534,0.519757754,51.06182055,45.66198606,,ERR,ERR,ERR
VKTX,7841,5378,2463,0.457976943,162266,126526,35740,0.282471587,16.71465066,75.47714286,,,,
UEC,7829,4885,2944,0.602661208,148132,120930,27202,0.224940048,43.62549108,63.08571429,,ERR,ERR,ERR
VG,7818,4868,2950,0.605998357,152224,64768,87456,1.350296443,21.02081901,67.49410989,,,,
MVST,7761,6330,1431,0.226066351,90614,70271,20343,0.289493532,8.987585495,108.3894425,,,,
MTCH,7686,5255,2431,0.462607041,187523,141315,46208,0.326985812,18.01079734,34.41428571,,,,
BIIB,7666,6492,1174,0.180837954,91808,51192,40616,0.79340522,44.47619048,40.70714286,,ERR,ERR,ERR
ASML,7658,3640,4018,1.103846154,137707,65262,72445,1.11006405,9.036428101,32.11,,,,
RXRX,7637,5654,1983,0.35072515,324220,229586,94634,0.412194123,25.7221458,103.6242857,,,,
LBTYA,7625,124,7501,60.49193548,33556,11840,21716,1.834121622,5.617983628,32.52809524,,,,
GLBE,7605,7531,74,0.009826052,91372,86482,4890,0.056543558,17.58500168,42.31578397,,,,
ALAB,7597,5175,2422,0.468019324,133708,79600,54108,0.679748744,12.97225129,66.25142857,,,,
EOG,7594,4595,2999,0.652665941,167153,78762,88391,1.122254387,22.34853785,28.23285714,,,,
ONON,7593,5257,2336,0.444359901,270378,152791,117587,0.769593759,6.605276257,36.71142857,,,,
BBY,7554,3142,4412,1.404201146,125215,55228,69987,1.267237633,51.46708749,50.22857143,,ERR,ERR,ERR
TMUS,7509,2865,4644,1.620942408,190356,90483,99873,1.1037764,39.84724675,25.27285714,,ERR,ERR,ERR
SO,7485,5511,1974,0.358192705,97940,62764,35176,0.560448665,52.6265869,22.28428571,,ERR,ERR,ERR
TTWO,7467,5084,2383,0.468725413,140773,61955,78818,1.272181422,24.74348856,27.17142857,,,,
SERV,7463,5818,1645,0.282743211,102546,71540,31006,0.433407884,28.09365272,109.5028571,,,,
BB,7458,6297,1161,0.184373511,324403,262236,62167,0.237065086,19.40942878,59.14571429,,,,
DKS,7425,4442,2983,0.671544349,90086,43913,46173,1.051465397,44.49766034,49.38428571,,ERR,ERR,ERR
PAAS,7407,5323,2084,0.391508548,149187,92678,56509,0.609734781,16.09377289,41.65571429,,,,
LMT,7397,5179,2218,0.428268005,95784,58610,37174,0.634260365,34.70065992,22.33142857,,ERR,ERR,ERR
ISRG,7366,5258,2108,0.400912895,73663,36768,36895,1.003454091,18.48986446,26.55571429,,,,
MPC,7355,1757,5598,3.186112692,75285,47137,28148,0.59715298,11.65736976,29.39428571,,,,
OKTA,7273,4387,2886,0.657852747,146530,71574,74956,1.047251795,64.51687471,60.26714286,,ERR,ERR,ERR
WGS,7241,3842,3399,0.884695471,53247,25844,27403,1.060323479,6.581329403,74.06857143,,,,
SG,7168,2715,4453,1.64014733,98853,56786,42067,0.740798788,19.4568283,68.48735192,,,,
FNGR,7160,6034,1126,0.186609214,76887,71296,5591,0.078419547,85.55187253,219.0822857,,ERR,ERR,ERR
MA,7096,3371,3725,1.105013349,136717,64982,71735,1.103921086,11.55807365,18.14,,,,
CGC,7082,5401,1681,0.31123866,275814,244331,31483,0.128853891,33.52053523,141.33,,ERR,ERR,ERR
AXP,7058,3189,3869,1.213232988,201543,129003,72540,0.562312504,13.24633329,24.46428571,,,,
GLW,7033,5721,1312,0.229330537,259506,224066,35440,0.158167683,24.13579482,25.47142857,,,,
FANG,7026,847,6179,7.295159386,75909,44823,31086,0.693527876,28.13195709,34,,,,
EW,7005,5446,1559,0.286265149,60833,39267,21566,0.549214353,4.403650326,23.53425087,,,,
WBA,6975,3989,2986,0.748558536,819275,539900,279375,0.517456936,11.90915596,20.94428571,,,,
ASPI,6900,4674,2226,0.476251605,48481,33753,14728,0.436346399,0.001,104.5418095,,,,
LUMN,6871,4130,2741,0.663680387,511167,277239,233928,0.843777391,6.972163866,69.66428571,,,,
QXO,6865,4832,2033,0.420736755,45992,36369,9623,0.264593472,0.001,33.80125436,,,,
NUE,6839,2402,4437,1.847210658,114026,63457,50569,0.796901839,31.35489153,37.62571429,,ERR,ERR,ERR
ABT,6826,4818,2008,0.416770444,181549,102297,79252,0.774724576,28.0060045,21.94571429,,,,
EQT,6782,3516,3266,0.928896473,300966,173052,127914,0.739165106,16.81739879,34.44,,,,
PARA,6777,3445,3332,0.967198839,735457,288212,447245,1.551791737,28.94426148,53.45,,,,
BTDR,6773,3719,3054,0.821188492,189241,100799,88442,0.877409498,24.59276917,94.68,,,,
LQDA,6756,4507,2249,0.499001553,63753,37817,25936,0.685829124,116.8923638,141.4681882,,ERR,ERR,ERR
FTNT,6701,3717,2984,0.802797955,150210,78060,72150,0.924289008,14.47368421,29.06,,,,
WOOF,6692,6391,301,0.047097481,58301,34094,24207,0.710007626,16.91918716,80.79989547,,,,
TDOC,6609,4334,2275,0.524919243,214195,150298,63897,0.425135398,15.6389888,55.56428571,,,,
CAR,6568,4082,2486,0.609015189,140777,63416,77361,1.219897187,16.75828135,53.06857143,,,,
LAC,6545,4337,2208,0.509107678,134458,80854,53604,0.662972766,1.740623999,69.54380952,,,,
CIVI,6539,5362,1177,0.219507646,35804,26100,9704,0.371800766,45.0807494,64.01257143,,ERR,ERR,ERR
IRBT,6516,3610,2906,0.80498615,106441,46665,59776,1.280960034,41.227503,109.4714286,,ERR,ERR,ERR
AMGN,6469,3543,2926,0.825853796,141361,73381,67980,0.926397841,26.8334152,27.78714286,,,,
PSX,6453,3945,2508,0.635741445,77446,38215,39231,1.026586419,16.48696334,28.81,,,,
TXN,6453,3782,2671,0.706240085,234120,132732,101388,0.763854986,19.80851508,29.13714286,,,,
FTAI,6438,1955,4483,2.293094629,78376,36117,42259,1.170058421,29.40053152,59.47285714,,,,
CONL,6405,4024,2381,0.591699801,57649,41473,16176,0.390036891,19.40359345,127.1132056,,,,
CAT,6365,3321,3044,0.916591388,178269,92651,85618,0.924091483,10.52384563,25.13428571,,,,
TTE,6324,6123,201,0.032827046,44433,22238,22195,0.998066373,21.55948017,22.78,,,,
CMCSA,6246,4169,2077,0.498201007,608520,420845,187675,0.445948033,13.56954391,23.03,,,,
MP,6243,4549,1694,0.372389536,218774,93235,125539,1.346479326,25.5605666,59.16714286,,,,
JOBY,6219,3731,2488,0.66684535,182428,144594,37834,0.261656777,25.18095238,64.04714286,,,,
COHR,6201,5266,935,0.177554121,99098,55186,43912,0.795709057,31.27709403,58.40142857,,ERR,ERR,ERR
FUTU,6199,3549,2650,0.746689208,113637,59002,54635,0.92598556,26.62089527,57.79285714,,,,
WYNN,6180,4052,2128,0.525172754,246180,120323,125857,1.045992869,13.73383791,30.91571429,,,,
BYON,6115,5687,428,0.075259363,101385,82165,19220,0.233919552,25.30419468,96.33,,,,
KODK,6089,6046,43,0.00711214,126096,78204,47892,0.612398343,15.15858005,61.2307619,,,,
CAPR,6001,4849,1152,0.237574758,77616,57817,19799,0.342442534,27.54888072,111.6771777,,,,
NEXT,5904,5483,421,0.076782783,90614,60077,30537,0.508297685,6.980633958,53.00324042,,,,
CRSP,5883,4993,890,0.178249549,108132,72124,36008,0.499251289,39.75051645,59.85571429,,ERR,ERR,ERR
SRPT,5799,4496,1303,0.289813167,106350,69206,37144,0.53671647,37.65692969,75.58714286,,ERR,ERR,ERR
IBRX,5791,4123,1668,0.404559787,166019,131768,34251,0.259934127,16.15480816,76.99181185,,,,
JNPR,5767,425,5342,12.56941176,302279,103798,198481,1.912185206,24.94744335,12.35307692,,,,
AEM,5751,2938,2813,0.95745405,162755,103846,58909,0.567272692,25.31337224,34.42571429,,,,
FDX,5748,3596,2152,0.598442714,157462,76457,81005,1.059484416,25.0567147,28.58428571,,,,
RH,5745,2965,2780,0.937605396,70345,37910,32435,0.855579003,53.40121958,86.28285714,,ERR,ERR,ERR
CHPT,5743,4829,914,0.189273141,401235,350067,51168,0.146166305,18.80759225,105.2042857,,,,
BJ,5705,2147,3558,1.657196088,38896,19786,19110,0.965834428,74.24678029,38.67651568,,ERR,ERR,ERR
MGM,5642,3566,2076,0.582164891,205499,94650,110849,1.171146329,16.95839639,35.23428571,,,,
ANF,5630,2777,2853,1.027367663,107982,41045,66937,1.630819832,73.95544719,79.18142857,,ERR,ERR,ERR
O,5584,3710,1874,0.505121294,151475,92274,59201,0.641578343,16.14794768,17.01,,,,
AZN,5575,3500,2075,0.592857143,156660,113812,42848,0.376480512,39.55869693,28.24285714,,ERR,ERR,ERR
CRH,5545,2227,3318,1.489896722,38229,26710,11519,0.4312617,20.37076497,28.58,,,,
WDAY,5541,2231,3310,1.483639623,66906,30150,36756,1.219104478,56.12804752,42.99714286,,ERR,ERR,ERR
AMDL,5540,3380,2160,0.639053254,133023,118485,14538,0.122699076,17.68423654,83.86912088,,,,
SHEL,5516,2172,3344,1.539594843,228628,140995,87633,0.621532678,20.62057476,20.78285714,,,,
GEHC,5480,2844,2636,0.926863572,114620,66977,47643,0.711333741,25.23233196,31.50285714,,,,
SWTX,5387,4973,414,0.083249548,244712,213268,31444,0.147438903,21.32494637,45.71428571,,,,
RITM,5357,5163,194,0.037575053,96757,56447,40310,0.714121211,4.490184639,16.7469338,,,,
NTES,5336,4854,482,0.099299547,49587,24780,24807,1.001089588,30.3848076,40.99,,ERR,ERR,ERR
GSK,5336,4114,1222,0.297034516,104735,66702,38033,0.570192798,48.0738012,26.63857143,,ERR,ERR,ERR
VOD,5222,3215,2007,0.624261275,174392,125223,49169,0.39265151,31.94624576,36.57714286,,ERR,ERR,ERR
MNMD,5216,4611,605,0.131207981,50531,43314,7217,0.166620492,18.58025512,75.82909408,,,,
SIRI,5214,3985,1229,0.308406524,318134,237081,81053,0.341878936,14.39249105,39.34857143,,,,
BKR,5173,4690,483,0.102985075,131294,69026,62268,0.902094863,19.00646083,30.19111498,,,,
HSY,5172,1929,3243,1.68118196,55661,28089,27572,0.981594218,29.52235217,25.20714286,,,,
CLS,5150,3222,1928,0.598386096,102818,65037,37781,0.580915479,22.76078846,60.67714286,,,,
PSNY,5126,785,4341,5.529936306,59844,35631,24213,0.679548708,12.21671172,109.3032753,,,,
CYH,5119,2212,2907,1.314195298,61295,32383,28912,0.892814131,21.85004284,86.47926829,,,,
WEN,5073,2167,2906,1.341024458,80329,29381,50948,1.734045812,45.22562518,35.86801394,,ERR,ERR,ERR
LMND,5035,3395,1640,0.483063328,98717,68603,30114,0.438960395,24.95531725,65.01,,,,
LVS,5025,3184,1841,0.578203518,286916,200989,85927,0.427520909,14.86728025,33.27142857,,,,
WLY,5011,5000,11,0.0022,48754,13601,35153,2.584589368,45.94088409,41.63032967,,ERR,ERR,ERR
APO,4985,1844,3141,1.703362256,364964,243183,121781,0.500779249,12.853883,33.01285714,,,,
VERA,4947,3081,1866,0.605647517,41281,32288,8993,0.278524529,89.93857266,182.5061538,,ERR,ERR,ERR
HL,4945,4386,559,0.12745098,291929,234988,56941,0.242314501,10.34446752,54.13714286,,,,
ARBE,4874,4563,311,0.068156914,47668,44760,2908,0.064968722,29.44618266,134.1884416,,,,
DUK,4860,2523,2337,0.92627824,129786,79315,50471,0.636336128,33.01971827,19.28397213,,ERR,ERR,ERR
BBWI,4834,4153,681,0.163977847,90842,36961,53881,1.457779822,57.74726467,55.27571429,,ERR,ERR,ERR
HOG,4809,3895,914,0.23465982,48121,24863,23258,0.935446245,26.38672735,39.49714286,,,,
CL,4796,3513,1283,0.365214916,77503,38646,38857,1.005459815,30.91983376,19.48142857,,ERR,ERR,ERR
CPB,4795,766,4029,5.259791123,50598,26421,24177,0.91506756,59.93153319,33.86857143,,ERR,ERR,ERR
WMB,4784,3470,1314,0.378674352,209553,99714,109839,1.101540406,17.19427497,24.30142857,,,,
SAVA,4777,4216,561,0.133064516,73734,67434,6300,0.093424682,7.418083088,113.6771429,,,,
FBTC,4766,4298,468,0.108887855,56942,40111,16831,0.419610581,12.63229951,43.72714286,,,,
CZR,4738,2083,2655,1.274603937,234736,120329,114407,0.950784931,16.77491345,43.60571429,,,,
PRU,4716,4065,651,0.160147601,112839,50443,62396,1.23696053,23.41182367,24.11432967,,,,
TEAM,4673,3162,1511,0.477862113,67234,34734,32500,0.935682616,19.04022583,41.64,,,,
CSX,4619,1631,2988,1.832004905,144131,84938,59193,0.69689656,16.17466678,22.03142857,,,,
ADI,4579,2318,2261,0.975409836,86981,54688,32293,0.590495173,31.71215738,36.83142857,,ERR,ERR,ERR
TOL,4574,1727,2847,1.648523451,45322,24191,21131,0.873506676,50.84396871,44.02285714,,ERR,ERR,ERR
RIO,4555,2579,1976,0.766188445,200521,105926,94595,0.893029096,12.08476495,23.41874564,,,,
SMMT,4543,1886,2657,1.408801697,92424,50078,42346,0.845600863,13.85157843,90.20857143,,,,
CCI,4521,1227,3294,2.684596577,90496,69711,20785,0.298159544,9.559531451,23.11487805,,,,
FIS,4494,801,3693,4.610486891,49206,29529,19677,0.666361882,20.60540298,22.88714286,,,,
CPRI,4492,1389,3103,2.233981281,133529,81026,52503,0.647977193,30.15074039,61.16857143,,ERR,ERR,ERR
WU,4470,3320,1150,0.346385542,52122,33157,18965,0.571975752,34.34343702,28.21626374,,ERR,ERR,ERR
BNTX,4464,1582,2882,1.821744627,49459,28568,20891,0.731272753,53.17828041,49.93867596,,ERR,ERR,ERR
FLG,4425,555,3870,6.972972973,304846,178377,126469,0.708998357,9.654487072,36.52616725,,,,
TGTX,4419,3613,806,0.22308331,96849,76713,20136,0.262484846,42.85318194,56.46714286,,ERR,ERR,ERR
STLA,4404,2301,2103,0.913950456,432103,285613,146490,0.512896822,26.77846662,43.42428571,,,,
MMM,4401,2689,1712,0.636667906,172289,108711,63578,0.584835021,23.45931018,25.69428571,,,,
ARDX,4390,4168,222,0.053262956,74707,54779,19928,0.363789043,53.38405781,76.3389547,,ERR,ERR,ERR
VRNA,4362,653,3709,5.679938744,43118,18819,24299,1.291195069,1.380271263,51.3430662,,,,
SKX,4338,4167,171,0.041036717,139643,112046,27597,0.246300627,0.001,5.63738676,,,,
CRDO,4301,3486,815,0.233792312,56499,35913,20586,0.573218612,53.48473852,93.16550523,,ERR,ERR,ERR
DHI,4294,1681,2613,1.554431886,88934,47563,41371,0.869814772,23.5358213,33.98,,,,
UBS,4291,2864,1427,0.49825419,100908,56981,43927,0.770906092,17.65127804,24.47333333,,,,
BDX,4287,709,3578,5.046544429,51723,36732,14991,0.408118262,32.21156577,23.44120879,,ERR,ERR,ERR
BXP,4284,117,4167,35.61538462,39882,25134,14748,0.586774887,4.76944254,26.89205575,,,,
TFC,4282,3133,1149,0.366741143,215994,142444,73550,0.516343265,13.73976342,25.21,,,,
NRG,4280,2680,1600,0.597014925,60934,30082,30852,1.025596702,18.32012144,40.27857143,,,,
ARCC,4272,1527,2745,1.797642436,163482,62840,100642,1.601559516,22.70980643,19.22783972,,,,
INTU,4250,1692,2558,1.511820331,91680,41520,50160,1.208092486,46.70840448,33.45857143,,ERR,ERR,ERR
AGI,4240,3375,865,0.256296296,126689,88798,37891,0.426710061,36.06460365,38.06170732,,ERR,ERR,ERR
RCL,4202,2201,2001,0.909132213,143832,55343,88489,1.598919466,11.41248995,32.41285714,,,,
MGNI,4168,3913,255,0.065167391,89369,66089,23280,0.352252266,9.121731656,48.82721254,,,,
GRRR,4145,2490,1655,0.664658635,32494,23492,9002,0.383194279,17.08703887,101.7614286,,,,
